speaker_id,pitch
p226_001.wav,121.21212121212122
p226_002.wav,121.21212121212122
p226_003.wav,108.84353741496598
p226_004.wav,115.10791366906474
p226_005.wav,114.28571428571429
p226_006.wav,114.28571428571429
p226_007.wav,108.84353741496598
p226_008.wav,105.96026490066225
p226_009.wav,105.96026490066225
p226_010.wav,103.2258064516129
p226_011.wav,112.67605633802818
p226_012.wav,470.5882352941176
p226_013.wav,114.28571428571429
p226_014.wav,108.10810810810811
p226_015.wav,110.34482758620689
p226_016.wav,106.66666666666667
p226_017.wav,470.5882352941176
p226_018.wav,262.2950819672131
p226_019.wav,235.2941176470588
p226_020.wav,99.37888198757764
p226_021.wav,108.84353741496598
p226_022.wav,231.8840579710145
p226_023.wav,108.84353741496598
p226_024.wav,108.10810810810811
p226_025.wav,108.84353741496598
p226_026.wav,97.5609756097561
p226_027.wav,105.26315789473684
p226_028.wav,228.57142857142858
p226_029.wav,470.5882352941176
p226_030.wav,94.67455621301775
p226_031.wav,216.21621621621622
p226_032.wav,347.82608695652175
p226_033.wav,340.4255319148936
p226_034.wav,470.5882352941176
p226_036.wav,98.76543209876543
p226_037.wav,115.10791366906474
p226_039.wav,96.3855421686747
p226_040.wav,115.94202898550725
p227_001.wav,112.67605633802818
p227_002.wav,119.40298507462687
p227_003.wav,347.82608695652175
p227_004.wav,111.8881118881119
p227_005.wav,108.84353741496598
p227_006.wav,340.4255319148936
p227_008.wav,333.3333333333333
p227_009.wav,333.3333333333333
p227_010.wav,118.51851851851852
p227_011.wav,119.40298507462687
p227_012.wav,113.47517730496453
p227_013.wav,470.5882352941176
p227_014.wav,112.67605633802818
p227_015.wav,111.11111111111111
p227_016.wav,111.11111111111111
p227_017.wav,115.10791366906474
p227_018.wav,470.5882352941176
p227_019.wav,355.55555555555554
p227_020.wav,340.4255319148936
p227_021.wav,113.47517730496453
p227_022.wav,333.3333333333333
p227_023.wav,120.30075187969925
p227_024.wav,112.67605633802818
p227_025.wav,326.53061224489795
p227_026.wav,110.34482758620689
p227_027.wav,340.4255319148936
p227_028.wav,111.8881118881119
p227_029.wav,470.5882352941176
p227_030.wav,470.5882352941176
p227_031.wav,470.5882352941176
p227_032.wav,117.6470588235294
p227_033.wav,470.5882352941176
p227_034.wav,470.5882352941176
p227_035.wav,110.34482758620689
p227_036.wav,340.4255319148936
p227_037.wav,114.28571428571429
p227_038.wav,119.40298507462687
p227_039.wav,320.0
p227_040.wav,113.47517730496453
p228_001.wav,213.33333333333334
p228_004.wav,228.57142857142858
p228_007.wav,202.53164556962025
p228_011.wav,207.7922077922078
p228_012.wav,219.17808219178082
p228_019.wav,222.22222222222223
p228_020.wav,190.47619047619048
p228_021.wav,219.17808219178082
p228_024.wav,188.23529411764707
p228_027.wav,225.35211267605635
p228_031.wav,222.22222222222223
p228_032.wav,197.53086419753086
p228_033.wav,225.35211267605635
p228_034.wav,205.12820512820514
p228_042.wav,228.57142857142858
p228_046.wav,207.7922077922078
p228_048.wav,225.35211267605635
p228_052.wav,186.04651162790697
p228_054.wav,195.1219512195122
p228_058.wav,372.09302325581393
p228_059.wav,192.7710843373494
p228_063.wav,235.2941176470588
p228_064.wav,186.04651162790697
p228_068.wav,219.17808219178082
p228_069.wav,186.04651162790697
p228_073.wav,197.53086419753086
p228_077.wav,195.1219512195122
p228_081.wav,231.8840579710145
p228_084.wav,195.1219512195122
p228_086.wav,192.7710843373494
p228_087.wav,210.52631578947367
p228_089.wav,216.21621621621622
p228_090.wav,190.47619047619048
p228_091.wav,200.0
p228_092.wav,228.57142857142858
p228_095.wav,228.57142857142858
p228_099.wav,225.35211267605635
p228_101.wav,197.53086419753086
p228_105.wav,216.21621621621622
p228_107.wav,213.33333333333334
p230_003.wav,192.7710843373494
p230_005.wav,192.7710843373494
p230_006.wav,183.90804597701148
p230_007.wav,202.53164556962025
p230_009.wav,202.53164556962025
p230_012.wav,210.52631578947367
p230_013.wav,200.0
p230_014.wav,200.0
p230_016.wav,188.23529411764707
p230_018.wav,470.5882352941176
p230_020.wav,186.04651162790697
p230_021.wav,186.04651162790697
p230_023.wav,195.1219512195122
p230_096.wav,200.0
p230_100.wav,200.0
p230_103.wav,200.0
p230_110.wav,242.42424242424244
p230_132.wav,186.04651162790697
p230_139.wav,210.52631578947367
p230_144.wav,183.90804597701148
p230_148.wav,181.8181818181818
p230_171.wav,213.33333333333334
p230_177.wav,183.90804597701148
p230_190.wav,183.90804597701148
p230_194.wav,186.04651162790697
p230_195.wav,173.91304347826087
p230_211.wav,192.7710843373494
p230_239.wav,190.47619047619048
p230_241.wav,188.23529411764707
p230_249.wav,195.1219512195122
p230_263.wav,250.0
p230_273.wav,188.23529411764707
p230_299.wav,207.7922077922078
p230_350.wav,183.90804597701148
p230_356.wav,175.82417582417582
p230_361.wav,190.47619047619048
p230_388.wav,181.8181818181818
p230_393.wav,181.8181818181818
p230_413.wav,192.7710843373494
p230_417.wav,190.47619047619048
p231_003.wav,163.26530612244898
p231_005.wav,181.8181818181818
p231_006.wav,179.77528089887642
p231_008.wav,161.6161616161616
p231_009.wav,177.77777777777777
p231_011.wav,181.8181818181818
p231_015.wav,177.77777777777777
p231_016.wav,173.91304347826087
p231_018.wav,179.77528089887642
p231_019.wav,253.96825396825398
p231_021.wav,172.04301075268816
p231_023.wav,179.77528089887642
p231_024.wav,172.04301075268816
p232_002.wav,122.13740458015268
p232_003.wav,126.98412698412699
p232_005.wav,120.30075187969925
p232_007.wav,103.2258064516129
p232_010.wav,96.3855421686747
p232_011.wav,118.51851851851852
p232_013.wav,107.38255033557047
p232_014.wav,470.5882352941176
p232_015.wav,96.3855421686747
p232_021.wav,119.40298507462687
p232_022.wav,112.67605633802818
p232_023.wav,106.66666666666667
p232_025.wav,470.5882352941176
p232_027.wav,100.62893081761007
p232_029.wav,116.78832116788321
p232_030.wav,115.94202898550725
p232_038.wav,85.56149732620321
p232_039.wav,470.5882352941176
p232_042.wav,133.33333333333334
p232_044.wav,470.5882352941176
p232_047.wav,470.5882352941176
p232_049.wav,99.37888198757764
p232_053.wav,470.5882352941176
p232_054.wav,110.34482758620689
p232_058.wav,228.57142857142858
p232_069.wav,115.94202898550725
p232_070.wav,111.8881118881119
p232_072.wav,470.5882352941176
p232_073.wav,225.35211267605635
p232_075.wav,156.86274509803923
p232_076.wav,113.47517730496453
p232_080.wav,130.08130081300814
p232_081.wav,80.40201005025126
p232_086.wav,118.51851851851852
p232_087.wav,219.17808219178082
p232_089.wav,115.94202898550725
p232_090.wav,107.38255033557047
p232_092.wav,126.98412698412699
p232_095.wav,103.2258064516129
p232_098.wav,210.52631578947367
p233_003.wav,210.52631578947367
p233_004.wav,195.1219512195122
p233_005.wav,192.7710843373494
p233_006.wav,183.90804597701148
p233_007.wav,192.7710843373494
p233_008.wav,195.1219512195122
p233_009.wav,195.1219512195122
p233_011.wav,197.53086419753086
p233_012.wav,200.0
p233_013.wav,186.04651162790697
p233_014.wav,190.47619047619048
p233_015.wav,202.53164556962025
p233_016.wav,192.7710843373494
p233_018.wav,192.7710843373494
p233_019.wav,183.90804597701148
p233_020.wav,183.90804597701148
p233_021.wav,190.47619047619048
p233_022.wav,192.7710843373494
p233_023.wav,188.23529411764707
p233_024.wav,210.52631578947367
p233_039.wav,183.90804597701148
p233_068.wav,202.53164556962025
p233_075.wav,207.7922077922078
p233_127.wav,210.52631578947367
p233_142.wav,188.23529411764707
p233_150.wav,192.7710843373494
p233_238.wav,190.47619047619048
p233_255.wav,205.12820512820514
p233_267.wav,219.17808219178082
p233_281.wav,195.1219512195122
p233_319.wav,192.7710843373494
p233_323.wav,202.53164556962025
p233_343.wav,181.8181818181818
p233_377.wav,190.47619047619048
p233_392.wav,183.90804597701148
p236_003.wav,235.2941176470588
p236_005.wav,195.1219512195122
p236_006.wav,228.57142857142858
p236_009.wav,222.22222222222223
p236_011.wav,222.22222222222223
p236_014.wav,202.53164556962025
p236_015.wav,225.35211267605635
p236_016.wav,231.8840579710145
p236_018.wav,225.35211267605635
p236_019.wav,231.8840579710145
p236_021.wav,228.57142857142858
p236_023.wav,216.21621621621622
p236_024.wav,228.57142857142858
p236_065.wav,197.53086419753086
p236_101.wav,228.57142857142858
p236_148.wav,216.21621621621622
p236_209.wav,202.53164556962025
p239_003.wav,188.23529411764707
p239_005.wav,200.0
p239_006.wav,188.23529411764707
p239_008.wav,188.23529411764707
p239_011.wav,181.8181818181818
p239_012.wav,188.23529411764707
p239_014.wav,186.04651162790697
p239_015.wav,186.04651162790697
p239_016.wav,188.23529411764707
p239_018.wav,172.04301075268816
p239_019.wav,186.04651162790697
p239_021.wav,186.04651162790697
p239_022.wav,186.04651162790697
p239_023.wav,183.90804597701148
p239_024.wav,181.8181818181818
p239_093.wav,210.52631578947367
p239_103.wav,216.21621621621622
p239_172.wav,188.23529411764707
p239_276.wav,179.77528089887642
p239_280.wav,183.90804597701148
p239_281.wav,179.77528089887642
p239_404.wav,173.91304347826087
p239_489.wav,188.23529411764707
p243_003.wav,105.26315789473684
p243_005.wav,219.17808219178082
p243_008.wav,271.1864406779661
p243_009.wav,111.8881118881119
p243_011.wav,95.23809523809524
p243_012.wav,213.33333333333334
p243_014.wav,202.53164556962025
p243_015.wav,101.91082802547771
p243_016.wav,94.11764705882354
p243_020.wav,106.66666666666667
p243_021.wav,181.8181818181818
p243_023.wav,253.96825396825398
p243_024.wav,470.5882352941176
